iter	Logloss
325	0.3834493755
326	0.3833588712
327	0.3833548561
328	0.383298587
329	0.3831886946
330	0.3831796359
331	0.3831578364
332	0.3831339435
333	0.383086363
334	0.3829980413
335	0.3829924957
336	0.3828012805
337	0.3827228263
338	0.382619425
339	0.3825961462
340	0.3825609797
341	0.3825133077
342	0.3824713618
343	0.3824488074
344	0.3822904924
345	0.3822904761
346	0.3822219254
347	0.3821530839
348	0.3821278475
349	0.3820668471
350	0.3820264929
351	0.3819722284
352	0.3818130395
353	0.3816853335
354	0.3816853216
355	0.3815799553
356	0.3814910484
357	0.3814667327
358	0.3814300649
359	0.3814176534
360	0.3814059547
361	0.3813629882
362	0.3813629852
363	0.381350729
364	0.3813437309
365	0.3812516569
366	0.3811517385
367	0.3810192051
368	0.3809405791
369	0.3807981352
370	0.3807890225
371	0.3807445237
372	0.380723316
373	0.3807172972
374	0.3806525842
375	0.3806095117
376	0.3805765875
377	0.3805417817
378	0.380466015
379	0.3804596952
380	0.3803556614
381	0.3801289415
382	0.3799987106
383	0.379896143
384	0.3798714177
385	0.3798115536
386	0.3797494073
387	0.3796218753
388	0.3794578334
389	0.3794263233
390	0.3792375342
391	0.3792074281
392	0.3791256992
393	0.3790256969
394	0.3790220909
395	0.378951101
396	0.3788382236
397	0.378638761
398	0.3786105087
399	0.3785663502
